"run","stored"
2,10103.0
2,10103.0
2,10103.0
2,10103.0
2,10103.0
2,10091.0
2,10791.0
2,10791.0
2,10778.0
2,10777.0
2,10777.0
2,11200.0
2,11199.0
2,11199.0
2,11199.0
2,11199.0
2,11175.0
2,11157.0
2,11300.0
2,11297.0
2,11295.0
2,11295.0
2,11295.0
2,11295.0
2,11295.0
2,11295.0
2,11295.0
2,11295.0
2,11295.0
2,11295.0
2,11295.0
2,11264.0
2,11573.0
2,11572.0
2,11571.0
2,11571.0
2,11571.0
2,11571.0
2,11571.0
2,11571.0
2,11571.0
2,11571.0
2,11571.0
2,11571.0
2,11571.0
2,11571.0
2,11571.0
2,11546.0
2,11536.0
2,11536.0
2,11535.0
2,11535.0
2,11535.0
2,11535.0
2,11535.0
2,12879.0
2,12879.0
2,12879.0
2,12879.0
2,12879.0
2,12879.0
2,12879.0
2,12879.0
2,12827.0
2,12826.0
2,13355.0
2,13355.0
2,13353.0
2,13304.0
2,13286.0
2,13284.0
2,13463.0
2,13438.0
2,13435.0
2,13435.0
2,13434.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13433.0
2,13423.0
2,13422.0
2,13422.0
2,13421.0
2,13421.0
2,13421.0
2,13421.0
2,13421.0
2,13421.0
2,13421.0
2,13421.0
2,13421.0
2,13409.0
2,13389.0
2,14284.0
2,14260.0
2,14259.0
2,14259.0
2,14259.0
2,14259.0
2,14259.0
2,14259.0
2,14216.0
2,14649.0
2,14649.0
2,14648.0
2,14648.0
2,14648.0
2,14647.0
2,14646.0
2,14646.0
2,14646.0
2,14622.0
2,15548.0
2,15547.0
2,15547.0
2,15546.0
2,15546.0
2,15541.0
2,15540.0
2,15540.0
2,15540.0
2,15540.0
2,15463.0
2,15463.0
2,16030.0
2,16030.0
2,16026.0
2,16025.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,16024.0
2,15979.0
2,15971.0
2,16078.0
2,16077.0
2,16074.0
2,16073.0
2,16073.0
2,16073.0
2,16017.0
2,16471.0
2,16471.0
2,16471.0
