"run","stored","consumed","remaining"
1,1184.0,0.20000000298023224,36220.0
1,1183.0,0.30000001192092896,36220.0
1,1182.0,1.100000023841858,36220.0
1,1239.0,1.3000000715255737,36162.0
1,1239.0,1.5000001192092896,36162.0
1,1239.0,1.7000001668930054,36162.0
1,1239.0,1.9000002145767212,36162.0
1,1239.0,2.000000238418579,36162.0
1,1239.0,2.8000004291534424,36162.0
1,1239.0,3.6000006198883057,36162.0
1,1239.0,4.40000057220459,36162.0
1,2149.0,5.200000286102295,35248.0
1,2148.0,5.400000095367432,35248.0
1,2147.0,5.599999904632568,35248.0
1,2147.0,5.799999713897705,35248.0
1,2147.0,5.999999523162842,35248.0
1,2147.0,6.1999993324279785,35248.0
1,2147.0,6.399999141693115,35248.0
1,2147.0,6.499999046325684,35248.0
1,2147.0,7.299998760223389,35248.0
1,2147.0,8.099998474121094,35248.0
1,2147.0,8.89999771118164,35248.0
1,2142.0,9.699996948242188,35248.0
1,2141.0,10.499996185302734,35248.0
1,2954.0,11.299995422363281,34435.0
1,2953.0,11.499995231628418,34435.0
1,2952.0,11.699995040893555,34435.0
1,2952.0,11.899994850158691,34435.0
1,2952.0,12.099994659423828,34435.0
1,2952.0,12.299994468688965,34435.0
1,2952.0,12.399994850158691,34435.0
1,2952.0,13.199994087219238,34435.0
1,2952.0,13.999993324279785,34435.0
1,2952.0,14.799992561340332,34435.0
1,2952.0,15.599991798400879,34435.0
1,2947.0,16.399991989135742,34435.0
1,2946.0,16.99999237060547,34435.0
1,3899.0,17.599992752075195,33481.0
1,3898.0,17.79999351501465,33481.0
1,3898.0,17.9999942779541,33481.0
1,3898.0,18.199995040893555,33481.0
1,3898.0,18.399995803833008,33481.0
1,3898.0,18.59999656677246,33481.0
1,3898.0,18.799997329711914,33481.0
1,3898.0,18.999998092651367,33481.0
1,3898.0,19.099998474121094,33481.0
1,3898.0,19.899999618530273,33481.0
1,3898.0,20.700000762939453,33481.0
1,3898.0,21.500001907348633,33481.0
1,3898.0,22.300003051757812,33481.0
1,3898.0,23.100004196166992,33481.0
1,3891.0,23.900005340576172,33481.0
1,3890.0,24.70000648498535,33481.0
1,4474.0,25.50000762939453,32897.0
1,4473.0,25.700008392333984,32897.0
1,4473.0,25.900009155273438,32897.0
1,4473.0,26.10000991821289,32897.0
1,4473.0,26.300010681152344,32897.0
1,4473.0,26.500011444091797,32897.0
1,4473.0,26.70001220703125,32897.0
1,4473.0,26.900012969970703,32897.0
1,4473.0,27.100013732910156,32897.0
1,4473.0,27.200014114379883,32897.0
1,4473.0,28.000015258789062,32897.0
1,4473.0,28.800016403198242,32897.0
1,4473.0,29.600017547607422,32897.0
1,4473.0,30.4000186920166,32897.0
1,4473.0,31.20001983642578,32897.0
1,4473.0,32.00001907348633,32897.0
1,4473.0,32.80002212524414,32897.0
1,4464.0,33.60002517700195,32897.0
1,4796.0,33.800025939941406,32565.0
1,4796.0,34.00002670288086,32565.0
1,4796.0,34.20002746582031,32565.0
1,4796.0,34.400028228759766,32565.0
1,4796.0,34.60002899169922,32565.0
1,4796.0,34.80002975463867,32565.0
1,4796.0,35.000030517578125,32565.0
1,4796.0,35.20003128051758,32565.0
1,4796.0,35.30002975463867,32565.0
1,4796.0,36.100032806396484,32565.0
1,4796.0,36.9000358581543,32565.0
1,4796.0,37.70003890991211,32565.0
1,4796.0,38.50004196166992,32565.0
1,4796.0,39.300045013427734,32565.0
1,4796.0,40.10004806518555,32565.0
1,4796.0,40.90005111694336,32565.0
1,4787.0,41.70005416870117,32565.0
1,5700.0,42.30005645751953,31651.0
1,5699.0,42.500057220458984,31651.0
1,5699.0,42.70005798339844,31651.0
1,5699.0,42.90005874633789,31651.0
1,5699.0,43.100059509277344,31651.0
1,5699.0,43.3000602722168,31651.0
1,5699.0,43.50006103515625,31651.0
1,5699.0,43.7000617980957,31651.0
1,5699.0,43.900062561035156,31651.0
1,5699.0,44.10006332397461,31651.0
1,5699.0,44.2000617980957,31651.0
1,5699.0,45.000064849853516,31651.0
1,5699.0,45.80006790161133,31651.0
1,5699.0,46.60007095336914,31651.0
1,5699.0,47.40007400512695,31651.0
1,5699.0,48.200077056884766,31651.0
1,5699.0,49.00008010864258,31651.0
1,5699.0,49.80008316040039,31651.0
1,6474.0,50.6000862121582,30867.0
1,6474.0,50.800086975097656,30867.0
1,6474.0,51.00008773803711,30867.0
1,6474.0,51.20008850097656,30867.0
1,6474.0,51.400089263916016,30867.0
1,6474.0,51.60009002685547,30867.0
1,6474.0,51.80009078979492,30867.0
1,6474.0,52.000091552734375,30867.0
1,6474.0,52.20009231567383,30867.0
1,6474.0,52.40009307861328,30867.0
1,6474.0,52.500091552734375,30867.0
1,6474.0,53.30009460449219,30867.0
1,6474.0,54.10009765625,30867.0
1,6474.0,54.90010070800781,30867.0
1,6474.0,55.700103759765625,30867.0
1,6474.0,56.50010681152344,30867.0
1,6474.0,57.30010986328125,30867.0
1,6474.0,58.10011291503906,30867.0
1,6465.0,58.900115966796875,30867.0
1,6464.0,59.70011901855469,30867.0
1,6732.0,60.30012130737305,30598.0
1,6732.0,60.5001220703125,30598.0
1,6731.0,60.70012283325195,30598.0
1,6731.0,60.900123596191406,30598.0
1,6731.0,61.10012435913086,30598.0
1,6731.0,61.30012512207031,30598.0
1,6731.0,61.500125885009766,30598.0
1,6731.0,61.70012664794922,30598.0
1,6731.0,61.90012741088867,30598.0
1,6731.0,62.100128173828125,30598.0
1,6731.0,62.30012893676758,30598.0
1,6731.0,62.40012741088867,30598.0
