"run","stored","consumed","remaining"
1,0.0,2.0000000298023224,40120.0
1,0.0,4.000000059604645,40120.0
1,0.0,6.000000238418579,40120.0
1,0.0,7.800000190734863,40120.0
1,0.0,10.600000143051147,40120.0
1,0.0,13.40000069141388,40120.0
1,0.0,16.2000013589859,40120.0
1,0.0,18.900001883506775,40120.0
1,0.0,22.300002098083496,40120.0
1,0.0,25.400002360343933,40120.0
1,350.0,29.60000252723694,39770.0
1,343.0,33.200002670288086,39770.0
1,337.0,36.800002336502075,39770.0
1,667.0,39.00000190734863,39439.0
1,667.0,40.80000114440918,39439.0
1,667.0,42.40000009536743,39439.0
1,667.0,45.59999942779541,39439.0
1,667.0,48.79999828338623,39439.0
1,667.0,50.59999680519104,39439.0
1,667.0,53.39999532699585,39439.0
1,667.0,56.19999313354492,39439.0
1,667.0,58.999990940093994,39439.0
1,653.0,60.49998998641968,39439.0
1,653.0,63.89998722076416,39439.0
1,651.0,67.29998445510864,39439.0
1,651.0,70.59998178482056,39439.0
1,618.0,73.19997978210449,39439.0
1,618.0,75.09997844696045,39439.0
1,611.0,76.9999771118164,39439.0
1,610.0,78.89997577667236,39439.0
1,610.0,80.79997444152832,39439.0
1,610.0,82.69997310638428,39439.0
1,610.0,84.59997177124023,39439.0
1,610.0,86.49997091293335,39439.0
1,610.0,88.59997081756592,39439.0
1,610.0,91.99996757507324,39439.0
1,610.0,95.39996433258057,39439.0
1,610.0,98.69996166229248,39439.0
1,610.0,100.99995994567871,39439.0
1,610.0,102.79995918273926,39439.0
1,610.0,105.19995784759521,39439.0
1,610.0,107.29995632171631,39439.0
1,610.0,109.19995498657227,39439.0
1,911.0,111.4999532699585,39134.0
1,911.0,113.39995193481445,39134.0
1,900.0,116.19994926452637,39134.0
1,900.0,118.99994659423828,39134.0
1,892.0,121.69994449615479,39134.0
1,865.0,124.29994201660156,39134.0
1,1735.0,126.19994068145752,38264.0
1,1724.0,128.49993896484375,38264.0
1,2418.0,131.69993591308594,37570.0
1,2415.0,133.69993495941162,37570.0
1,2414.0,135.6999340057373,37570.0
1,2414.0,137.699933052063,37570.0
1,2414.0,139.69993209838867,37570.0
1,2414.0,141.69993114471436,37570.0
1,2414.0,143.59993267059326,37570.0
1,2414.0,145.49993419647217,37570.0
1,2414.0,147.79993343353271,37570.0
1,2414.0,149.6999340057373,37570.0
1,2414.0,151.5999345779419,37570.0
1,2414.0,154.39993572235107,37570.0
1,2414.0,157.19993686676025,37570.0
1,2414.0,159.99993801116943,37570.0
1,2414.0,162.79994010925293,37570.0
1,2414.0,165.49994373321533,37570.0
1,2414.0,168.89994716644287,37570.0
1,2414.0,172.29995250701904,37570.0
1,2414.0,173.99995803833008,37570.0
1,2414.0,176.89996433258057,37570.0
1,2414.0,179.9999713897705,37570.0
1,2414.0,181.899977684021,37570.0
1,2396.0,184.3999843597412,37570.0
1,2396.0,187.39999389648438,37570.0
1,2396.0,189.9000015258789,37570.0
1,2396.0,191.8000087738037,37570.0
1,2396.0,193.6000156402588,37570.0
1,2381.0,196.30002403259277,37570.0
1,3090.0,199.30003356933594,36861.0
1,3090.0,202.50004386901855,36861.0
1,3090.0,205.70005416870117,36861.0
1,3236.0,208.9000644683838,36692.0
1,3236.0,210.90007209777832,36692.0
1,3236.0,212.90007972717285,36692.0
1,3236.0,214.80008697509766,36692.0
1,3236.0,216.90009307861328,36692.0
1,3236.0,219.30010223388672,36692.0
1,3236.0,222.30011177062988,36692.0
1,3236.0,225.1001205444336,36692.0
1,3236.0,228.90013122558594,36692.0
1,3236.0,232.70014190673828,36692.0
1,3236.0,236.50015258789062,36692.0
1,3236.0,238.80016136169434,36692.0
1,3236.0,240.70016860961914,36692.0
1,3236.0,242.60017585754395,36692.0
1,3236.0,244.50018310546875,36692.0
1,3236.0,246.40019035339355,36692.0
1,3236.0,248.20019721984863,36692.0
1,3236.0,251.2002067565918,36692.0
1,3236.0,254.20021629333496,36692.0
1,3236.0,256.3002243041992,36692.0
1,3236.0,258.200231552124,36692.0
1,3236.0,260.1002388000488,36692.0
1,3236.0,262.00024604797363,36692.0
1,3236.0,264.10025215148926,36692.0
1,3236.0,266.00025939941406,36692.0
1,3236.0,267.90026664733887,36692.0
1,3236.0,269.6002731323242,36692.0
1,3236.0,272.6002826690674,36692.0
1,3206.0,275.6002941131592,36692.0
1,3338.0,277.6003017425537,36560.0
1,3338.0,279.4003086090088,36560.0
1,3338.0,281.10031509399414,36560.0
1,3338.0,284.1003246307373,36560.0
1,3338.0,287.10033416748047,36560.0
1,3338.0,290.0003433227539,36560.0
1,3338.0,292.8003520965576,36560.0
1,3338.0,296.60036277770996,36560.0
1,3338.0,300.40037536621094,36560.0
1,3338.0,304.2003879547119,36560.0
1,3338.0,306.00039291381836,36560.0
1,3338.0,308.8004035949707,36560.0
1,3338.0,310.70040702819824,36560.0
1,3766.0,313.7004165649414,36132.0
1,3756.0,315.80042457580566,36132.0
1,3756.0,318.3004322052002,36132.0
1,3756.0,320.90044021606445,36132.0
1,3756.0,323.7004508972168,36132.0
1,3756.0,326.50046157836914,36132.0
1,3823.0,329.0004711151123,36065.0
1,3823.0,330.9004783630371,36065.0
1,3823.0,333.400484085083,36065.0
1,3823.0,335.1004886627197,36065.0
