"run","stored","consumed"
1,0.0,1.8000000268220901
1,0.0,3.6000000536441803
1,0.0,5.600000202655792
1,0.0,7.400000154972076
1,0.0,9.200000047683716
1,0.0,11.100000262260437
1,0.0,13.000000715255737
1,0.0,15.500001072883606
1,826.0,18.300001740455627
1,826.0,19.700002074241638
1,825.0,21.700002431869507
1,825.0,23.700002908706665
1,825.0,25.30000329017639
1,825.0,26.900003671646118
1,825.0,28.900004148483276
1,825.0,30.900004386901855
1,825.0,32.70000457763672
1,825.0,34.50000476837158
1,825.0,36.10000491142273
1,825.0,37.900004863739014
1,825.0,39.60000443458557
1,825.0,41.40000319480896
1,825.0,43.80000162124634
1,825.0,46.59999942779541
1,825.0,49.199997425079346
1,825.0,51.599995613098145
1,819.0,53.59999418258667
1,1708.0,56.399991512298584
1,1707.0,58.199989795684814
1,1707.0,60.09998798370361
1,1707.0,62.59998607635498
1,1707.0,65.39998388290405
1,1707.0,67.99998188018799
1,1707.0,70.7999792098999
1,1707.0,73.39997673034668
1,1707.0,76.1999740600586
1,1707.0,78.99997186660767
1,1707.0,81.3999695777893
1,1707.0,83.99996709823608
1,1707.0,86.39996480941772
1,1684.0,88.9999623298645
1,2015.0,90.99996042251587
1,2013.0,92.99995851516724
1,2011.0,94.79995727539062
1,2010.0,96.39995574951172
1,2010.0,98.0999550819397
1,2009.0,99.99995517730713
1,2008.0,101.8999547958374
1,2008.0,103.79995441436768
1,2008.0,105.59995460510254
1,2008.0,107.3999547958374
1,2008.0,109.19995498657227
1,2008.0,110.99995517730713
1,2008.0,112.79995536804199
1,2008.0,114.39995670318604
1,2008.0,117.3999547958374
1,2008.0,120.19995307922363
1,2008.0,123.39995098114014
1,2008.0,125.99994945526123
1,2008.0,129.19994735717773
1,2008.0,132.1999454498291
1,2008.0,135.39994716644287
1,2008.0,138.3999490737915
1,2008.0,141.59995079040527
1,2008.0,144.5999526977539
1,2008.0,147.59995460510254
1,2840.0,150.7999563217163
1,2830.0,152.59995651245117
1,2829.0,154.39995765686035
1,2829.0,156.39995956420898
1,2829.0,157.7999620437622
1,2829.0,159.39996337890625
1,2829.0,161.39996528625488
1,2813.0,163.19996643066406
1,2812.0,165.199969291687
1,2812.0,166.9999713897705
1,2811.0,168.79997444152832
1,2810.0,170.59997749328613
1,2810.0,172.5999813079834
1,2810.0,174.59998512268066
1,2810.0,176.39998817443848
1,2810.0,178.29999256134033
1,2810.0,180.1999969482422
1,2810.0,182.10000133514404
1,2810.0,184.0000057220459
1,2810.0,185.90001010894775
1,2810.0,187.8000144958496
1,2810.0,189.70001888275146
1,2810.0,191.5000238418579
1,2810.0,193.90002822875977
1,2810.0,196.9000358581543
1,2810.0,199.50004386901855
1,2810.0,202.50005340576172
1,2810.0,205.30006217956543
1,2810.0,208.10007095336914
1,2810.0,210.90007972717285
1,2810.0,213.5000877380371
1,2810.0,216.30009651184082
1,2810.0,218.90010452270508
1,2810.0,221.7001132965088
1,2810.0,224.30012130737305
1,2810.0,227.10013008117676
1,2810.0,230.10013961791992
1,2810.0,232.90014839172363
1,2810.0,235.9001579284668
1,2810.0,238.90016746520996
1,2810.0,241.70017623901367
1,2810.0,244.50018501281738
1,2810.0,247.50019454956055
1,2810.0,250.1002025604248
1,2810.0,253.1002140045166
1,2900.0,256.1002254486084
1,2900.0,258.10023307800293
1,2900.0,260.10024070739746
1,2900.0,261.90024757385254
1,2900.0,263.3002529144287
1,2899.0,264.7002582550049
1,2898.0,266.50026512145996
1,2898.0,268.5002727508545
1,2897.0,270.20027923583984
1,2895.0,272.10028648376465
