"run","robot_count","hq_proximity_bonus","field_size","u_wait_bias","resource_weight","randomSeed","max_sensor_range","u_assist_bias","u_pursue_bias","penalty_for_waiting","u_carry_bias","resource_proximity_bonus","full_tank_utility","Fuel Depletion Rate","max_communication_range","resource_count","max_fuel_capacity"
1,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,0
3,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,50
5,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,100
7,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,150
9,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,200
11,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,250
13,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,300
15,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,350
17,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,400
19,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,450
21,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,500
2,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,25
4,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,75
6,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,125
8,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,175
10,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,225
12,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,275
14,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,325
16,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,375
18,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,425
20,10,100,100,0,1.0,111646204,30,0,0,100,250,0,100,0.1,50,300,475
