"run","stored","consumed","remaining"
1,897.0,2.0000000298023224,154775.0
1,891.0,3.6000000834465027,154775.0
1,887.0,6.8000001311302185,154775.0
1,1413.0,10.000000238418579,154246.0
1,1407.0,11.800000429153442,154246.0
1,1405.0,14.600000858306885,154246.0
1,1403.0,17.400001525878906,154246.0
1,1401.0,19.900002002716064,154246.0
1,1398.0,23.0000022649765,154246.0
1,1398.0,26.10000252723694,154246.0
1,1391.0,30.00000309944153,154246.0
1,1388.0,34.200003147125244,154246.0
1,2223.0,38.200003147125244,153400.0
1,2223.0,41.40000295639038,153400.0
1,2476.0,43.400002002716064,153129.0
1,2472.0,45.30000066757202,153129.0
1,2472.0,47.19999933242798,153129.0
1,2472.0,49.89999771118164,153129.0
1,2470.0,51.79999589920044,153129.0
1,2466.0,55.19999313354492,153129.0
1,2466.0,58.599990367889404,153129.0
1,3276.0,61.79998779296875,152307.0
1,3271.0,63.799986362457275,152307.0
1,3271.0,65.69998455047607,152307.0
1,3271.0,68.09998321533203,152307.0
1,3271.0,70.09998178482056,152307.0
1,3270.0,72.79998064041138,152307.0
1,3269.0,75.99997854232788,152307.0
1,3269.0,79.19997549057007,152307.0
1,3907.0,82.299973487854,151659.0
1,3907.0,84.8999719619751,151659.0
1,3900.0,87.49996995925903,151659.0
1,3899.0,89.99996900558472,151659.0
1,3898.0,93.19996643066406,151659.0
1,3897.0,96.39996337890625,151659.0
1,3897.0,99.59996032714844,151659.0
1,3897.0,102.5999584197998,151659.0
1,3897.0,106.59995460510254,151659.0
1,3885.0,110.59995079040527,151659.0
1,3874.0,114.39994716644287,151659.0
1,4563.0,117.09994506835938,150968.0
1,4562.0,120.4999418258667,150968.0
1,4562.0,123.89993858337402,150968.0
1,4562.0,126.99993705749512,150968.0
1,4562.0,131.39993286132812,150968.0
1,4749.0,135.79992961883545,150781.0
1,4749.0,139.29992866516113,150781.0
1,4749.0,142.79992771148682,150781.0
1,4749.0,146.29992866516113,150781.0
1,4749.0,149.99993133544922,150781.0
1,4737.0,154.39993381500244,150781.0
1,4737.0,158.79993724822998,150781.0
1,5309.0,162.99994087219238,150199.0
1,5300.0,166.69994640350342,150199.0
1,6266.0,170.19995403289795,149231.0
1,6266.0,173.09996223449707,149231.0
1,6250.0,175.9999704360962,149231.0
1,6487.0,177.89997673034668,148987.0
1,6487.0,179.79998302459717,148987.0
1,6487.0,181.69998931884766,148987.0
1,6487.0,183.59999561309814,148987.0
1,6487.0,186.40000247955322,148987.0
1,6487.0,188.50000953674316,148987.0
1,6487.0,191.30001735687256,148987.0
1,6487.0,194.10002517700195,148987.0
1,6487.0,196.80003261566162,148987.0
1,6487.0,200.20004081726074,148987.0
1,6480.0,203.60004901885986,148987.0
1,6480.0,206.80005741119385,148987.0
1,6473.0,210.70006561279297,148987.0
1,7136.0,214.00007438659668,148324.0
1,7136.0,217.3000831604004,148324.0
1,7136.0,220.6000919342041,148324.0
1,7127.0,224.80010223388672,148324.0
1,7341.0,229.00011253356934,148109.0
1,7340.0,232.60012245178223,148109.0
1,7340.0,236.20013236999512,148109.0
1,7340.0,239.800142288208,148109.0
1,7340.0,243.4001522064209,148109.0
1,7307.0,247.0001621246338,148109.0
1,8117.0,249.8001708984375,147299.0
1,8098.0,252.30017852783203,147299.0
1,8535.0,256.00018882751465,146861.0
1,8534.0,258.80019760131836,146861.0
1,8534.0,261.60020637512207,146861.0
1,8534.0,265.00021743774414,146861.0
1,8534.0,267.9002265930176,146861.0
1,8534.0,270.800235748291,146861.0
1,8534.0,274.60024642944336,146861.0
1,8534.0,278.6002597808838,146861.0
1,8534.0,282.6002731323242,146861.0
1,8534.0,286.60028648376465,146861.0
1,8534.0,290.60029792785645,146861.0
1,8534.0,294.6003112792969,146861.0
1,8528.0,298.6003227233887,146861.0
1,9151.0,302.60033798217773,146217.0
1,9149.0,305.5003490447998,146217.0
1,9149.0,308.4003601074219,146217.0
1,9147.0,311.3003692626953,146217.0
1,9146.0,314.40038108825684,146217.0
1,9146.0,317.50039291381836,146217.0
1,9146.0,320.6004047393799,146217.0
1,9146.0,323.50041580200195,146217.0
1,9146.0,327.30042839050293,146217.0
1,9146.0,331.5004425048828,146217.0
1,9146.0,335.7004585266113,146217.0
1,9146.0,339.9004726409912,146217.0
1,9091.0,344.1004886627197,146217.0
1,9091.0,348.1005039215088,146217.0
1,10068.0,352.10051918029785,145195.0
1,10068.0,354.1005268096924,145195.0
1,10062.0,356.1005344390869,145195.0
1,10061.0,358.10054206848145,145195.0
1,10061.0,360.100549697876,145195.0
1,10061.0,362.1005573272705,145195.0
1,10061.0,364.10056495666504,145195.0
1,10061.0,365.8005657196045,145195.0
1,10061.0,368.8005771636963,145195.0
1,10061.0,371.80058670043945,145195.0
1,10061.0,374.80059814453125,145195.0
1,10061.0,377.80060958862305,145195.0
1,10061.0,380.80062103271484,145195.0
1,10061.0,383.80063247680664,145195.0
1,10061.0,386.7006416320801,145195.0
1,10061.0,389.00063705444336,145195.0
1,10061.0,393.80065536499023,145195.0
1,10041.0,398.6006736755371,145195.0
1,10300.0,403.400691986084,144913.0
1,10300.0,407.2007064819336,144913.0
1,10297.0,411.0007209777832,144913.0
1,10297.0,414.8007354736328,144913.0
1,10297.0,418.6007499694824,144913.0
1,10297.0,422.40076446533203,144913.0
1,10262.0,426.20077896118164,144896.0
1,10257.0,428.2007865905762,144896.0
1,10257.0,430.2007942199707,144896.0
1,10257.0,432.20080184936523,144896.0
1,10257.0,434.20080947875977,144896.0
1,10257.0,436.2008171081543,144896.0
1,10257.0,437.90081787109375,144896.0
1,10257.0,439.6008186340332,144896.0
1,10257.0,441.30081939697266,144896.0
1,10257.0,443.0008201599121,144896.0
1,10257.0,444.70082092285156,144896.0
1,10257.0,447.10082244873047,144896.0
1,10257.0,450.3008346557617,144896.0
1,10257.0,453.7008476257324,144896.0
1,10257.0,457.1008605957031,144896.0
1,10257.0,460.5008735656738,144896.0
1,10257.0,463.90088653564453,144896.0
1,10257.0,466.9008903503418,144896.0
