"run","stored","consumed","remaining"
1,897.0,2.0000000298023224,154775.0
1,892.0,3.500000089406967,154775.0
1,888.0,6.600000023841858,154775.0
1,888.0,10.600000143051147,154775.0
1,1414.0,12.600000500679016,154246.0
1,1411.0,14.500000953674316,154246.0
1,1411.0,17.000001430511475,154246.0
1,1411.0,19.400001883506775,154246.0
1,1411.0,22.400002121925354,154246.0
1,1411.0,25.800002813339233,154246.0
1,1404.0,28.500003337860107,154246.0
1,1404.0,31.100003957748413,154246.0
1,1404.0,32.500004053115845,154246.0
1,2250.0,35.60000419616699,153400.0
1,2250.0,37.500003814697266,153400.0
1,2250.0,40.00000357627869,153400.0
1,2250.0,42.60000252723694,153400.0
1,2248.0,45.20000076293945,153400.0
1,2248.0,47.79999876022339,153400.0
1,2247.0,50.399996757507324,153400.0
1,2510.0,52.29999494552612,153129.0
1,2509.0,54.499993324279785,153129.0
1,2508.0,57.69999074935913,153129.0
1,2508.0,60.59998893737793,153129.0
1,2508.0,62.49998712539673,153129.0
1,2508.0,65.19998502731323,153129.0
1,2508.0,67.9999828338623,153129.0
1,2508.0,70.99998044967651,153129.0
1,2508.0,73.79997825622559,153129.0
1,2508.0,76.79997539520264,153129.0
1,2508.0,78.89997386932373,153129.0
1,2508.0,81.29997205734253,153129.0
1,2508.0,84.0999698638916,153129.0
1,2505.0,85.9999680519104,153129.0
1,2505.0,88.49996566772461,153129.0
1,2505.0,90.99996328353882,153129.0
1,2505.0,93.7999620437622,153129.0
1,2505.0,97.79995822906494,153129.0
1,2505.0,101.79995441436768,153129.0
1,2505.0,105.49995136260986,153129.0
1,2505.0,109.29994869232178,153129.0
1,2505.0,113.29994487762451,153129.0
1,2720.0,117.29994106292725,152914.0
1,2708.0,120.69993782043457,152914.0
1,3357.0,122.59993648529053,152251.0
1,3357.0,125.1999340057373,152251.0
1,3357.0,128.3999309539795,152251.0
1,3310.0,131.59992790222168,152251.0
1,3504.0,133.59992694854736,152057.0
1,3486.0,135.59992599487305,152057.0
1,3486.0,137.3999261856079,152057.0
1,3472.0,140.09992504119873,152057.0
1,3470.0,142.69992446899414,152057.0
1,3468.0,145.4999237060547,152057.0
1,4280.0,147.39992427825928,151235.0
1,4280.0,149.29992485046387,151235.0
1,4274.0,151.19992637634277,151235.0
1,4270.0,153.09992790222168,151235.0
1,4270.0,154.9999294281006,151235.0
1,4270.0,156.8999309539795,151235.0
1,4270.0,158.7999324798584,151235.0
1,4270.0,160.6999340057373,151235.0
1,4270.0,162.59993648529053,151235.0
1,4270.0,164.49993896484375,151235.0
1,4270.0,166.3999433517456,151235.0
1,4270.0,168.19994735717773,151235.0
1,4270.0,170.99995136260986,151235.0
1,4270.0,173.79995727539062,151235.0
1,4270.0,176.59996509552002,151235.0
1,4270.0,179.3999729156494,151235.0
1,4270.0,180.99997901916504,151235.0
1,4270.0,183.9999885559082,151235.0
1,4270.0,187.39999771118164,151235.0
1,4270.0,190.80000686645508,151235.0
1,4270.0,194.20001602172852,151235.0
1,4270.0,197.60002517700195,151235.0
1,4270.0,201.0000343322754,151235.0
1,4708.0,204.40004348754883,150797.0
1,4677.0,207.0000514984131,150797.0
