"run","stored","consumed","remaining"
1,0.0,2.0000000298023224,0.0
1,0.0,3.200000047683716,0.0
1,0.0,5.200000166893005,0.0
1,0.0,7.000000149011612,0.0
1,0.0,8.800000071525574,0.0
1,0.0,10.400000154972076,0.0
1,0.0,12.200000524520874,0.0
1,0.0,13.8000009059906,0.0
1,0.0,15.600001335144043,0.0
1,0.0,17.400001764297485,0.0
1,0.0,19.400002241134644,0.0
1,0.0,21.4000027179718,0.0
1,0.0,23.200003147125244,0.0
1,0.0,25.000003576278687,0.0
1,0.0,26.600003957748413,0.0
1,0.0,28.20000433921814,0.0
1,0.0,30.000004768371582,0.0
1,0.0,32.00000524520874,0.0
1,0.0,34.0000057220459,0.0
1,0.0,35.600006103515625,0.0
1,0.0,37.600006103515625,0.0
1,0.0,39.60000514984131,0.0
1,0.0,41.40000343322754,0.0
1,0.0,43.20000171661377,0.0
1,0.0,45.0,0.0
1,0.0,46.39999866485596,0.0
1,0.0,47.59999752044678,0.0
1,0.0,49.19999599456787,0.0
1,0.0,50.9999942779541,0.0
1,0.0,52.599992752075195,0.0
1,0.0,54.59999084472656,0.0
1,0.0,56.59998893737793,0.0
1,0.0,58.5999870300293,0.0
1,0.0,59.999985694885254,0.0
1,0.0,61.59998416900635,0.0
1,0.0,63.599982261657715,0.0
1,0.0,65.19998073577881,0.0
1,0.0,66.7999792098999,0.0
1,0.0,68.79997730255127,0.0
1,0.0,70.5999755859375,0.0
1,0.0,72.39997386932373,0.0
1,0.0,73.79997253417969,0.0
1,0.0,75.59997081756592,0.0
1,0.0,77.3999695777893,0.0
1,0.0,79.19996929168701,0.0
1,0.0,81.19996881484985,0.0
1,0.0,82.99996709823608,0.0
1,0.0,84.59996604919434,0.0
1,0.0,86.39996480941772,0.0
1,0.0,87.99996376037598,0.0
1,0.0,89.59996223449707,0.0
1,0.0,91.59996032714844,0.0
1,0.0,93.19995880126953,0.0
1,0.0,95.1999568939209,0.0
1,0.0,96.79995536804199,0.0
1,0.0,98.59995365142822,0.0
1,0.0,100.39995193481445,0.0
1,0.0,101.79995059967041,0.0
1,0.0,103.79994869232178,0.0
1,0.0,105.59994697570801,0.0
1,0.0,107.39994525909424,0.0
1,0.0,109.19994354248047,0.0
1,0.0,110.79994201660156,0.0
1,0.0,112.5999402999878,0.0
1,0.0,114.59993839263916,0.0
1,0.0,116.39993667602539,0.0
1,0.0,118.19993495941162,0.0
1,0.0,120.19993305206299,0.0
1,0.0,121.39993190765381,0.0
1,0.0,123.39993000030518,0.0
1,0.0,125.39992809295654,0.0
1,0.0,127.19992637634277,0.0
1,0.0,128.59992504119873,0.0
1,0.0,130.39992332458496,0.0
1,0.0,132.1999216079712,0.0
1,0.0,133.79992008209229,0.0
1,0.0,135.59991836547852,0.0
1,0.0,137.59991645812988,0.0
1,0.0,139.59991455078125,0.0
1,0.0,141.39991283416748,0.0
