"stored","consumed","remaining"
371.0,1.700000025331974,41014.0
366.0,3.400000050663948,41014.0
361.0,4.900000154972076,41014.0
358.0,6.800000160932541,41014.0
355.0,8.500000059604645,41014.0
352.0,10.400000274181366,41014.0
348.0,12.300000667572021,41014.0
347.0,13.80000102519989,41014.0
347.0,15.400001406669617,41014.0
347.0,17.900001883506775,41014.0
346.0,20.400002479553223,41014.0
345.0,22.90000307559967,41014.0
345.0,25.40000319480896,41014.0
345.0,27.90000319480896,41014.0
1215.0,31.00000309944153,40137.0
1214.0,33.50000286102295,40137.0
1212.0,35.800002574920654,40137.0
1211.0,38.10000228881836,40137.0
1210.0,40.400002002716064,40137.0
1209.0,42.900001764297485,40137.0
1209.0,45.200000047683716,40137.0
1207.0,47.499998569488525,40137.0
1206.0,49.799997091293335,40137.0
2030.0,51.499996185302734,39313.0
2030.0,53.39999508857727,39313.0
2030.0,54.69999408721924,39313.0
2030.0,56.3999924659729,39313.0
2030.0,58.2999906539917,39313.0
2030.0,60.49998903274536,39313.0
2030.0,63.699986934661865,39313.0
2030.0,67.19998502731323,39313.0
2030.0,70.6999831199646,39313.0
2030.0,73.99998092651367,39313.0
2030.0,77.49997806549072,39313.0
2030.0,80.99997520446777,39313.0
2030.0,83.89997291564941,39313.0
2030.0,86.19997119903564,39313.0
2587.0,88.49996948242188,38743.0
2587.0,90.1999683380127,38743.0
2587.0,91.69996738433838,38743.0
2587.0,93.3999662399292,38743.0
2587.0,94.6999659538269,38743.0
2587.0,96.59996509552002,38743.0
2587.0,99.29996347427368,38743.0
2587.0,101.99996137619019,38743.0
2587.0,104.49995994567871,38743.0
2587.0,106.99995803833008,38743.0
2587.0,109.49995613098145,38743.0
2587.0,111.99995422363281,38743.0
2587.0,114.4999532699585,38743.0
2587.0,116.9999532699585,38743.0
2587.0,118.89995288848877,38743.0
2587.0,121.89995193481445,38743.0
3569.0,123.79995250701904,37757.0
3568.0,125.69995307922363,37757.0
3567.0,127.39995384216309,37757.0
3567.0,129.19995498657227,37757.0
3567.0,130.69995498657227,37757.0
3567.0,132.39995574951172,37757.0
3567.0,134.2999563217163,37757.0
3567.0,135.99995613098145,37757.0
3567.0,137.69995594024658,37757.0
3567.0,138.99995803833008,37757.0
3567.0,140.89995861053467,37757.0
3567.0,142.99995803833008,37757.0
3567.0,145.0999584197998,37757.0
3567.0,147.59995937347412,37757.0
3567.0,149.7999610900879,37757.0
3567.0,151.89996242523193,37757.0
3567.0,153.99996376037598,37757.0
3567.0,156.2999668121338,37757.0
3567.0,158.5999698638916,37757.0
3567.0,161.09997272491455,37757.0
3567.0,163.39997577667236,37757.0
4501.0,164.899977684021,36823.0
4501.0,166.79998016357422,36823.0
4501.0,168.69998264312744,36823.0
4501.0,171.49998569488525,36823.0
4501.0,174.19998931884766,36823.0
4501.0,176.69999313354492,36823.0
4501.0,179.19999599456787,36823.0
4501.0,181.89999961853027,36823.0
4501.0,184.600004196167,36823.0
4501.0,186.90000915527344,36823.0
4501.0,189.20001411437988,36823.0
4501.0,190.90001773834229,36823.0
4501.0,192.80002307891846,36823.0
4501.0,194.70002841949463,36823.0
4501.0,196.40003299713135,36823.0
4501.0,198.30003833770752,36823.0
4501.0,200.2000436782837,36823.0
4501.0,202.10004901885986,36823.0
4501.0,203.60005378723145,36823.0
4501.0,205.10005950927734,36823.0
4501.0,207.00006675720215,36823.0
4501.0,208.7000732421875,36823.0
4501.0,210.6000804901123,36823.0
4501.0,212.1000862121582,36823.0
4501.0,214.000093460083,36823.0
4501.0,215.30009841918945,36823.0
4501.0,216.80010414123535,36823.0
4501.0,218.1001091003418,36823.0
4501.0,219.80011558532715,36823.0
4501.0,221.5001220703125,36823.0
4501.0,223.20012855529785,36823.0
4501.0,225.10013580322266,36823.0
4501.0,226.60014152526855,36823.0
4501.0,228.50014877319336,36823.0
4501.0,230.40015602111816,36823.0
4501.0,231.90016174316406,36823.0
4501.0,233.80016899108887,36823.0
4501.0,235.50017547607422,36823.0
4501.0,237.20018196105957,36823.0
4501.0,239.10018920898438,36823.0
4501.0,240.80019569396973,36823.0
4501.0,242.50020217895508,36823.0
4501.0,244.20020866394043,36823.0
4501.0,245.90021514892578,36823.0
4501.0,247.60022163391113,36823.0
4501.0,249.10022735595703,36823.0
4501.0,250.80023384094238,36823.0
4501.0,252.7002410888672,36823.0
4501.0,254.40024757385254,36823.0
4501.0,256.30025482177734,36823.0
4501.0,257.80026054382324,36823.0
4501.0,259.70026779174805,36823.0
4501.0,261.0002727508545,36823.0
4501.0,262.5002784729004,36823.0
4501.0,264.20028495788574,36823.0
4501.0,265.9002914428711,36823.0
4501.0,267.8002986907959,36823.0
4501.0,269.50030517578125,36823.0
4501.0,271.40031242370605,36823.0
4501.0,273.30031967163086,36823.0
4501.0,275.0003261566162,36823.0
4501.0,276.9003314971924,36823.0
4501.0,278.8003387451172,36823.0
4501.0,280.700345993042,36823.0
4501.0,282.40035247802734,36823.0
4501.0,284.30035972595215,36823.0
4501.0,286.20036697387695,36823.0
4501.0,288.10037422180176,36823.0
4501.0,289.600378036499,36823.0
4501.0,290.90038108825684,36823.0
4501.0,292.6003875732422,36823.0
4501.0,294.1003932952881,36823.0
4501.0,295.600399017334,36823.0
4501.0,297.30040550231934,36823.0
4501.0,299.0004119873047,36823.0
4501.0,300.9004192352295,36823.0
4501.0,302.60042572021484,36823.0
4501.0,303.70042991638184,36823.0
4473.0,305.60043716430664,36823.0
4472.0,307.50044441223145,36823.0
4472.0,309.40045166015625,36823.0
4441.0,311.1004581451416,36823.0
4441.0,312.80046463012695,36823.0
4440.0,314.1004695892334,36823.0
4440.0,315.80047607421875,36823.0
4439.0,317.5004825592041,36823.0
4439.0,319.4004898071289,36823.0
4438.0,320.9004955291748,36823.0
4437.0,322.8005027770996,36823.0
4437.0,324.3005084991455,36823.0
4437.0,326.00051498413086,36823.0
4436.0,327.3005199432373,36823.0
4436.0,328.8005256652832,36823.0
4435.0,330.3005313873291,36823.0
4434.0,331.60053634643555,36823.0
4406.0,333.3005428314209,36823.0
4406.0,335.0005474090576,36823.0
4406.0,336.9005546569824,36823.0
4405.0,338.8005619049072,36823.0
4405.0,340.70056915283203,36823.0
4384.0,342.2005729675293,36823.0
4384.0,343.70057678222656,36823.0
4384.0,345.20058250427246,36823.0
4350.0,347.10058975219727,36823.0
4350.0,348.8005962371826,36823.0
4350.0,350.7006034851074,36823.0
4350.0,352.00060844421387,36823.0
4350.0,353.7006149291992,36823.0
4350.0,355.600622177124,36823.0
4350.0,357.5006294250488,36823.0
4349.0,359.40063667297363,36823.0
