"stored","consumed","remaining"
0.0,2.0000000298023224,37972.0
0.0,4.000000059604645,37972.0
0.0,5.400000095367432,37972.0
0.0,9.0,37972.0
0.0,12.500000536441803,37972.0
0.0,16.000001311302185,37972.0
0.0,18.300001859664917,37972.0
239.0,20.600001573562622,37713.0
233.0,22.500001788139343,37713.0
233.0,24.400002002716064,37713.0
233.0,27.200002431869507,37713.0
230.0,30.9000027179718,37713.0
230.0,34.6000030040741,37713.0
318.0,39.200003147125244,37609.0
318.0,42.00000190734863,37609.0
309.0,44.80000042915344,37609.0
619.0,46.79999876022339,37299.0
614.0,48.59999704360962,37299.0
612.0,51.39999532699585,37299.0
603.0,55.39999198913574,37299.0
603.0,59.399988651275635,37299.0
1158.0,63.39998483657837,36729.0
1158.0,65.39998292922974,36729.0
1151.0,67.29998111724854,36729.0
1151.0,69.89997911453247,36729.0
1151.0,72.4999771118164,36729.0
1151.0,75.09997463226318,36729.0
1146.0,76.89997386932373,36729.0
1146.0,81.69996976852417,36729.0
1144.0,86.29996538162231,36729.0
2085.0,90.89996242523193,35768.0
2068.0,95.0999584197998,35768.0
2059.0,99.29995536804199,35768.0
2135.0,103.49995136260986,35683.0
2135.0,105.49994945526123,35683.0
2135.0,107.4999475479126,35683.0
2135.0,109.49994564056396,35683.0
2135.0,111.49994373321533,35683.0
2135.0,113.39994239807129,35683.0
2135.0,115.29994106292725,35683.0
2135.0,117.1999397277832,35683.0
2135.0,119.19994068145752,35683.0
2135.0,122.79993724822998,35683.0
2135.0,126.29993438720703,35683.0
2135.0,129.59993267059326,35683.0
2135.0,132.79992961883545,35683.0
2135.0,135.6999273300171,35683.0
2135.0,139.69992351531982,35683.0
2130.0,143.59992218017578,35683.0
2512.0,147.19992351531982,35295.0
2512.0,150.29992389678955,35295.0
2511.0,153.29992580413818,35295.0
2511.0,157.49992847442627,35295.0
2511.0,161.69993209838867,35295.0
3366.0,165.8999376296997,34419.0
3366.0,169.09994220733643,34419.0
3349.0,172.19994640350342,34419.0
3759.0,175.29995346069336,33992.0
3759.0,177.19995880126953,33992.0
3759.0,179.0999641418457,33992.0
3759.0,180.9999704360962,33992.0
3759.0,182.89997673034668,33992.0
3759.0,184.79998302459717,33992.0
3759.0,187.09998893737793,33992.0
3759.0,188.39999389648438,33992.0
3759.0,190.9000015258789,33992.0
3759.0,193.50000953674316,33992.0
3759.0,196.60001945495605,33992.0
3759.0,199.70002937316895,33992.0
3759.0,202.80003929138184,33992.0
3759.0,205.90004920959473,33992.0
3752.0,209.00005912780762,33992.0
3752.0,212.1000690460205,33992.0
4674.0,215.2000789642334,33053.0
4670.0,217.1000862121582,33053.0
4670.0,219.000093460083,33053.0
4670.0,220.9001007080078,33053.0
4670.0,222.80010795593262,33053.0
4670.0,224.70011520385742,33053.0
4670.0,226.60012245178223,33053.0
4670.0,228.50012969970703,33053.0
4670.0,230.40013694763184,33053.0
4670.0,232.30014419555664,33053.0
4670.0,234.20015144348145,33053.0
4670.0,236.10015869140625,33053.0
4670.0,238.00016593933105,33053.0
4670.0,239.90017318725586,33053.0
4670.0,241.80018043518066,33053.0
4670.0,243.70018768310547,33053.0
4670.0,245.60019493103027,33053.0
4670.0,247.50020217895508,33053.0
4670.0,249.40020942687988,33053.0
4670.0,251.3002166748047,33053.0
4670.0,253.2002239227295,33053.0
4670.0,255.1002311706543,33053.0
4670.0,257.0002384185791,33053.0
4670.0,258.9002456665039,33053.0
4670.0,260.8002529144287,33053.0
4670.0,262.7002601623535,33053.0
4670.0,264.6002674102783,33053.0
4670.0,266.5002746582031,33053.0
4670.0,268.40028190612793,33053.0
4670.0,270.30028915405273,33053.0
4670.0,272.20029640197754,33053.0
4670.0,274.10030364990234,33053.0
4670.0,276.00031089782715,33053.0
4670.0,277.9003162384033,33053.0
4670.0,279.8003234863281,33053.0
4670.0,281.70033073425293,33053.0
4670.0,283.60033798217773,33053.0
4670.0,285.50034523010254,33053.0
4670.0,287.40035247802734,33053.0
4670.0,289.30035972595215,33053.0
4670.0,291.20036697387695,33053.0
4670.0,293.10037422180176,33053.0
4670.0,295.00038146972656,33053.0
4670.0,296.90038871765137,33053.0
4670.0,298.8003959655762,33053.0
4670.0,300.700403213501,33053.0
4670.0,302.60040855407715,33053.0
4670.0,304.50041580200195,33053.0
4670.0,306.40042304992676,33053.0
4670.0,308.30043029785156,33053.0
4670.0,310.20043754577637,33053.0
4670.0,312.1004447937012,33053.0
4670.0,314.000452041626,33053.0
4670.0,315.9004592895508,33053.0
4670.0,317.8004665374756,33053.0
4670.0,319.7004737854004,33053.0
4670.0,321.6004810333252,33053.0
4670.0,323.50048828125,33053.0
4670.0,325.4004955291748,33053.0
4670.0,327.3005027770996,33053.0
4670.0,329.2005100250244,33053.0
4670.0,331.1005172729492,33053.0
