"stored","consumed","remaining"
0.0,2.0000000298023224,41142.0
0.0,4.000000059604645,41142.0
0.0,5.800000190734863,41142.0
0.0,8.400000214576721,41142.0
0.0,12.000000357627869,41142.0
0.0,15.600001096725464,41142.0
49.0,19.20000183582306,41093.0
928.0,21.900002360343933,40200.0
928.0,23.800002336502075,40200.0
928.0,25.700002312660217,40200.0
928.0,28.000002145767212,40200.0
928.0,29.900002121925354,40200.0
928.0,32.300002098083496,40200.0
928.0,34.80000138282776,40200.0
1837.0,38.20000147819519,39291.0
1837.0,40.20000123977661,39291.0
1837.0,42.20000076293945,39291.0
1837.0,43.59999966621399,39291.0
1837.0,47.19999837875366,39291.0
1837.0,50.79999542236328,39291.0
1817.0,54.3999924659729,39291.0
1817.0,57.599989891052246,39291.0
2144.0,60.79998731613159,38950.0
2144.0,63.999985218048096,38950.0
2144.0,67.1999831199646,38950.0
2144.0,70.39998054504395,38950.0
2144.0,73.39997816085815,38950.0
2115.0,77.79997444152832,38950.0
2111.0,82.19997024536133,38950.0
2973.0,86.59996604919434,38088.0
2955.0,89.69996356964111,38088.0
3945.0,93.09996128082275,37092.0
3945.0,95.59995937347412,37092.0
3941.0,98.09995746612549,37092.0
3941.0,100.59995555877686,37092.0
3941.0,103.09995365142822,37092.0
4776.0,105.59995174407959,36250.0
4775.0,108.49994945526123,36250.0
4775.0,110.8999490737915,36250.0
4775.0,114.49994564056396,36250.0
4775.0,118.09994220733643,36250.0
4775.0,121.69993877410889,36250.0
4775.0,125.29993629455566,36250.0
4753.0,128.89993476867676,36250.0
4753.0,132.39993381500244,36250.0
5021.0,134.99993228912354,35971.0
5016.0,137.59993171691895,35971.0
5011.0,139.99993228912354,35971.0
5011.0,142.49993228912354,35971.0
5011.0,144.99993228912354,35971.0
5011.0,147.49993228912354,35971.0
5011.0,149.99993324279785,35971.0
5011.0,152.29993629455566,35971.0
5011.0,154.59993934631348,35971.0
5000.0,156.8999423980713,35971.0
5443.0,158.79994583129883,35527.0
5442.0,161.79994773864746,35527.0
5442.0,164.7999505996704,35527.0
5442.0,167.59995555877686,35527.0
5442.0,171.59996032714844,35527.0
5442.0,175.59996604919434,35527.0
5442.0,179.59997272491455,35527.0
5442.0,183.59997940063477,35527.0
5442.0,187.5999879837036,35527.0
5442.0,191.59999656677246,35527.0
5434.0,195.60000801086426,35527.0
6000.0,199.30001831054688,34940.0
5998.0,202.2000274658203,34940.0
5998.0,205.10003662109375,34940.0
5977.0,208.0000457763672,34940.0
5977.0,210.90005493164062,34940.0
6264.0,213.80006408691406,34637.0
6264.0,215.70007133483887,34637.0
6260.0,217.60007858276367,34637.0
6256.0,219.50008583068848,34637.0
6256.0,221.40009307861328,34637.0
6252.0,223.4001007080078,34637.0
6252.0,225.30010795593262,34637.0
6249.0,227.1001148223877,34637.0
6249.0,229.20012283325195,34637.0
6247.0,230.9001293182373,34637.0
6246.0,233.50013732910156,34637.0
6246.0,236.400146484375,34637.0
6246.0,239.40015602111816,34637.0
6246.0,242.3001651763916,34637.0
6246.0,246.10017585754395,34637.0
6246.0,249.9001865386963,34637.0
6246.0,253.70019721984863,34637.0
6246.0,257.500207901001,34637.0
6246.0,261.10021781921387,34637.0
6239.0,264.60022735595703,34637.0
6358.0,268.00023651123047,34496.0
6355.0,272.00024795532227,34496.0
6355.0,276.0002613067627,34496.0
6352.0,280.0002746582031,34496.0
6323.0,284.00028800964355,34496.0
6321.0,288.000301361084,34496.0
7291.0,291.6003131866455,33524.0
7291.0,294.7003231048584,33524.0
7289.0,297.80033111572266,33524.0
7283.0,300.9003429412842,33524.0
7270.0,304.0003547668457,33524.0
7234.0,307.1003665924072,33524.0
8071.0,310.0003776550293,32678.0
8062.0,311.9003849029541,32678.0
8053.0,313.8003921508789,32678.0
8044.0,315.7003974914551,32678.0
8044.0,317.6004047393799,32678.0
8035.0,319.5004119873047,32678.0
8035.0,321.4004192352295,32678.0
8026.0,323.3004264831543,32678.0
8017.0,325.2004337310791,32678.0
8008.0,327.1004409790039,32678.0
7999.0,329.0004482269287,32678.0
7990.0,330.9004554748535,32678.0
7981.0,332.8004627227783,32678.0
7972.0,334.7004699707031,32678.0
7972.0,336.60047721862793,32678.0
7963.0,338.50048446655273,32678.0
7963.0,340.40049171447754,32678.0
7954.0,342.30049896240234,32678.0
7945.0,344.20050621032715,32678.0
7936.0,346.10051345825195,32678.0
7936.0,348.00052070617676,32678.0
7927.0,349.90052795410156,32678.0
7918.0,351.80053520202637,32678.0
7918.0,353.7005424499512,32678.0
7909.0,355.600549697876,32678.0
7900.0,357.5005569458008,32678.0
7891.0,359.40056228637695,32678.0
7882.0,361.30056953430176,32678.0
7873.0,363.20057678222656,32678.0
7873.0,365.10058212280273,32678.0
7864.0,367.0005874633789,32678.0
7855.0,368.9005928039551,32678.0
7846.0,370.80059814453125,32678.0
7846.0,372.7006034851074,32678.0
7837.0,374.6006088256836,32678.0
7828.0,376.50061416625977,32678.0
7819.0,378.40061950683594,32678.0
7810.0,380.3006248474121,32678.0
7801.0,382.2006301879883,32678.0
7792.0,384.10063552856445,32678.0
7783.0,386.0006408691406,32678.0
7774.0,387.9006462097168,32678.0
7765.0,389.80065155029297,32678.0
7756.0,391.70065689086914,32678.0
7747.0,393.6006622314453,32678.0
7738.0,395.5006675720215,32678.0
7738.0,397.40067291259766,32678.0
7729.0,399.3006782531738,32678.0
7720.0,401.20068359375,32678.0
7711.0,403.1006889343262,32678.0
7711.0,405.00069427490234,32678.0
7702.0,406.9006996154785,32678.0
7693.0,408.8007049560547,32678.0
7693.0,410.70071029663086,32678.0
7684.0,412.60071563720703,32678.0
7675.0,414.5007209777832,32678.0
7675.0,416.4007263183594,32678.0
7666.0,418.30073165893555,32678.0
7657.0,420.2007369995117,32678.0
7648.0,422.1007423400879,32678.0
7648.0,424.00074768066406,32678.0
7639.0,425.90075302124023,32678.0
7639.0,427.8007583618164,32678.0
7630.0,429.7007637023926,32678.0
7621.0,431.60076904296875,32678.0
7612.0,433.5007743835449,32678.0
7612.0,435.4007797241211,32678.0
7603.0,437.30078506469727,32678.0
7594.0,439.20079040527344,32678.0
7594.0,441.1007957458496,32678.0
7585.0,443.0008010864258,32678.0
7585.0,444.90080642700195,32678.0
7576.0,446.8008117675781,32678.0
7576.0,448.7008171081543,32678.0
7567.0,450.60082244873047,32678.0
7558.0,452.50082778930664,32678.0
7558.0,454.4008331298828,32678.0
7549.0,456.300838470459,32678.0
7540.0,458.20084381103516,32678.0
7540.0,460.1008491516113,32678.0
7531.0,462.0008544921875,32678.0
7522.0,463.9008598327637,32678.0
7522.0,465.80086517333984,32678.0
7513.0,467.700870513916,32678.0
7504.0,469.6008758544922,32678.0
7495.0,471.50088119506836,32678.0
7486.0,473.40088653564453,32678.0
7477.0,475.3008918762207,32678.0
7468.0,477.2008972167969,32678.0
7459.0,479.10090255737305,32678.0
7459.0,481.0009078979492,32678.0
7450.0,482.9009132385254,32678.0
7450.0,484.80091857910156,32678.0
7441.0,486.70092391967773,32678.0
7441.0,488.6009292602539,32678.0
7432.0,490.5009346008301,32678.0
7423.0,492.40093994140625,32678.0
7423.0,494.3009452819824,32678.0
